"ID","Churn"
17030,0.00531168236810606
14981,6.05799406353511e-05
12848,0.0123613892270748
11536,0.987599734108145
14306,0.00164482788789079
10395,0.0190852487825263
11093,0.0900672915160862
12265,0.108187740326877
12039,0.349443527843165
14711,0.905486248579546
14797,0.837884544714805
15143,0.00403539571373208
11650,0.871187491008086
11619,0.00149603034959422
16025,0.764083045318218
10294,0.00181218731570544
11599,0.104117093378728
12194,0.000469964040425669
15234,1.33977019272233e-05
12092,0.525646779100091
10991,0.000254687697162315
11583,0.0196993242662576
14351,0.0802659629472935
16235,0.000134398102708754
14092,0.890720578535635
14364,0.00472336709114556
11320,0.0321488021089007
14846,0.902821028664238
11432,0.998427164626934
11102,0.2733367992518
10589,1.6956279198265e-05
14629,0.979485089951489
12143,0.998544635615106
15613,0.857024441996258
12920,0.925431907784178
10854,0.0700576531620553
16036,9.71895606507243e-05
13818,0.211021956590783
15002,0.14533261838987
12770,0.939857596141662
15438,0.885841848271244
10055,0.0380214159916349
11142,2.95224495152445e-05
14790,0.0326297557614947
10035,0.272021851179376
16567,0.000958901873622042
16565,0.432907782112615
14939,2.57190085828433e-05
11943,5.47117518244133e-06
16179,0.548130130281179
15065,0.000412700967145382
10206,0.280045632866252
12884,0.280214206495014
13396,0.000199304861681689
10746,0
13254,0.935148589126243
16282,0.000427545187859341
13640,0.111631988755928
11151,0.0172997413553786
16379,0.0252737555498255
14838,0.652924892387361
10550,0.372974405977141
15863,5.01430318577543e-05
12705,0.00268512783359424
16417,0.93764570615417
14688,0.0824793463580887
10223,0.00156212980673915
14002,0.0615251865978541
10545,0.0765857830382497
13604,0.0099015099329729
14570,0.999996041438037
14023,0.986291023104576
16551,0.0570364890504998
15541,0.00944749095210707
14887,0.805842107175767
11589,0.997378770011362
10350,0.0418069252596557
12686,0.976281469764793
13826,0.00119818630848413
12260,0.750918923061034
10607,0.000151022412244195
13117,0.589379208014767
11469,0.00093704827922674
16233,0.00245820363104325
13551,0.999647267388452
14071,9.8188609296949e-05
16591,0.999455847781287
14260,0.127204305032491
12467,0.0854404408599084
14017,0.923544897638075
12773,0.0109209122227752
12548,0.000919704840863537
11725,0.987555817976727
14772,0.488676235923356
13189,0.477834978610238
10588,0.583501878803686
13332,0.845833913153723
16403,0.819376418404104
15932,0.690408899462131
10416,0.238862680836627
15523,0.180158707002401
13231,0.915665601906527
16479,0.0810587465441204
10234,0
11458,0.906356721506118
12101,0.739426802539868
15768,0.00307978343856818
16676,0.403080859452458
16001,0.879381958821583
12027,4.77852513887164e-05
16441,0.10050450974037
13152,0.149763547229091
14962,0.000608227630249207
16480,0.338823171927583
13662,0.984650452517947
13044,0.993785127466319
14112,0.301370429911113
14300,6.44252244466227e-07
13775,0.0235201540738907
10983,0.483950321488621
14415,0.26403295792395
10903,0.0208157437115518
15911,0.667744702893223
15329,0.000493863079912631
12563,0.000634896540052632
11146,8.15025352776058e-07
15945,0.979943929236716
15800,0.986748047427149
14427,2.47201545200241e-05
15242,0.0179441208467601
15370,0.916696442708775
11540,0.00305895200415324
11942,0.460471275247005
15817,0.0353924674789875
12833,0.144473943602018
11057,0.321828176965583
10716,8.91494409326807e-06
11060,0.000678248622032756
16392,0.978843235888276
13992,4.84210630151997e-05
10908,0.000224085163841673
12808,3.61018629382682e-06
10521,0.000108248976451768
16355,0.0372184084784974
14317,0.0292934601143288
12919,0.988301071960248
16211,8.04334351378147e-06
14007,0.776748616257313
14966,0.973979128414829
13362,0.00298520751773435
16513,0.998516655878371
11696,0.00667571429925243
11816,0.0435568767527034
11819,0.983955582470455
16260,0.992251476285833
11790,0.00360368157623253
15352,0.12044992333169
10462,0.0116382667515355
11294,2.15177203387876e-05
11277,0.986016244244812
14656,0.230487411338227
13355,0.999852170359338
15233,0.114681797046671
15366,1.9693840399858e-05
14606,0.993894077012822
15952,2.39343988094731e-06
12428,0.0156712551998852
12457,0.999960344934173
16319,0.978157994771667
15079,8.11192553768572e-05
15339,0.000228605270702418
14921,0.539426181491077
12259,0.000759662207807784
15317,0.998777546918547
15972,0.844897661669736
13868,0.970191359862777
11528,0.000731982452918892
13366,0.000956586045108505
10064,0.00114532990916552
11247,0.00619565639655529
14432,0.190696572258419
15903,2.7444667241114e-05
15804,5.48372168576162e-05
13770,0.0355470132084358
16327,2.0928847196636e-05
15367,0.855299603704054
11209,0.0974406589888228
13846,0.992493099219003
10921,0.0358161208610401
12106,0.000806900560731253
10765,0.13686797831019
14479,0.752326185794051
15854,0.985453970396807
10304,5.78412370503337e-05
10527,0.624295814643053
14520,0.448314470010485
10097,0.000196070741859072
11270,0.0405267652020058
16057,0.00725950194294368
10559,0.931806134082673
16287,0.835258112667544
14647,0.476984162327185
15288,0.964735596952005
12453,0.0290750088170213
10398,0.000846564619180231
16828,0.992753327545363
15310,0.99915150202055
13581,0.0876116894765867
12812,0.904875268972304
16690,0.140909403266487
15597,0.037738977426205
15430,0.0781369630575853
10355,0.000616881034344144
15445,4.25174696838391e-06
15662,0.0669227097579227
16651,0.000271648765424917
14853,0.00115380748555494
11673,0.00318831151602917
11999,0.999370685746085
16471,0.0109119551808622
11871,6.20441597883112e-05
11977,0.546130710473247
10517,0.000572802690166814
11427,0.761647097203435
16758,0.0146361295583792
10138,0.00472161950997867
15724,0.882714950391979
12345,0.00882196110383341
13327,0.000159390788964534
14767,0.00107252202008386
13324,0.0226241306541842
11975,0.0112041018270164
14759,0.00752949959716049
11685,8.91123395836818e-06
12360,0.653064458480619
11966,0.872569620822612
10041,7.84292663128908e-07
10611,0.0405084534746036
10759,7.01680780876221e-07
12701,0.998773424493051
15620,0.999927820067124
10910,0.00327474430542718
14055,7.64224829521833e-05
12163,4.64495218404164e-05
13834,0.945012102252811
15980,0.752963499308587
14181,0.0663515759511238
12809,0.999800347953348
10476,0.134462007949492
15973,0.829810043334736
10487,0.133884838277461
16853,2.71795874719373e-05
11086,0.882431877194911
13144,0.707696123235435
11257,0.000275243792825722
14151,0.926947811502223
11112,5.04305877507478e-05
10579,8.56486224715287e-06
10701,0.510330583697232
14125,0.591724159604947
15539,0.992361732210422
12817,0.00214877170937092
10578,0.777292176989004
11894,0.0042767319509497
12985,0.0148793200289094
13472,0.000309196643966143
14538,0.19600283470896
11584,0.616614491608832
11300,0.000210639637898374
16990,0.0915431991356414
11511,0.000202811426069188
12179,0.970445378908372
15302,0.000222770380240429
10037,0.243740643541845
11131,0.992891444886171
10238,0.00608052253878254
13322,0.564404657863039
13167,0.830360236494411
14740,0.00885130308972254
10430,0.0022392295973338
13710,9.66602433979351e-05
14423,9.66412283001487e-05
11398,0.100858716297825
14989,0.999633359432854
16663,0.42086388693546
14454,0.860026301716886
13253,0.999998368453779
16851,0.00020355894721654
11426,0.00193179823023528
10353,0.297603126940341
10373,4.37223412940764e-05
15850,0.705659219168393
13977,0.836362005560211
12902,0.9908627540802
14276,0.8870231643821
15099,0.0819928103963224
12507,0.291013812875486
14231,0.000770651333820637
11299,0.0130028902914022
14527,0.968236625473729
10891,0.977898320268689
14082,4.35556912140326e-07
14584,0.1416457744908
16041,0.0353212590407051
12147,0.998536180155511
11553,0.00197650760463397
11643,0.00724853095211848
13785,0.984471382322757
13303,0.0400399885940361
16462,0.619993421429321
10438,0.00612974671614103
16430,0.862252681753332
16757,0.0147832040787358
10961,0.0227648085786203
13782,0.0719475186732727
13453,0.968023867424149
16622,0.036027977664831
13563,0.999881954758992
16192,0.139762482234896
12483,0.00264030068599479
15547,0.92415366616843
10110,0.625855133953983
11382,0.00141636526382442
15630,0.00025918791195443
15050,0.998769475489544
15260,0.000297742713208764
13225,0.00166731435087321
10190,0.999518781063483
11022,0.0638833394471712
11723,0.00319545819100587
14413,0.96563613286086
12379,0.0408847208745761
16464,0.000340039463265382
15573,4.66208082227731e-05
11328,0.80344470901721
16478,0.00137432988876343
13511,0
13540,0.00970659914989001
10428,0.116206404078719
15852,0.998147892695992
12095,0
