"COUNT_PAYMENT_DELAYS_CURRENT","COUNT_PAYMENT_DELAYS_1YEAR","DAYS_PAYMENT_DELAYS_CURRENT","DAYS_PAYMENT_DELAYS_1YEAR","COMPLAINT_1WEEK","COMPLAINT_2WEEKS","COMPLAINT_1MONTH","COMPLAINT_3MONTHS","COMPLAINT_6MONTHS","CLV","COUNT_OFFNET_CALLS_1WEEK","COUNT_ONNET_CALLS_1WEEK","AVG_DATA_3MONTH","COUNT_CONNECTIONS_3MONTH","AVG_DATA_1MONTH","COUNT_SMS_INC_ONNET_6MONTH","COUNT_SMS_OUT_OFFNET_6MONTH","COUNT_SMS_INC_OFFNET_1MONTH","COUNT_SMS_INC_OFFNET_WKD_1MONTH","COUNT_SMS_INC_ONNET_1MONTH","COUNT_SMS_INC_ONNET_WKD_1MONTH","COUNT_SMS_OUT_OFFNET_1MONTH","COUNT_SMS_OUT_OFFNET_WKD_1MONTH","COUNT_SMS_OUT_ONNET_1MONTH","COUNT_SMS_OUT_ONNET_WKD_1MONTH","AVG_MINUTES_INC_OFFNET_1MONTH","AVG_MINUTES_INC_ONNET_1MONTH","MINUTES_INC_OFFNET_WKD_1MONTH","MINUTES_INC_ONNET_WKD_1MONTH","AVG_MINUTES_OUT_OFFNET_1MONTH","AVG_MINUTES_OUT_ONNET_1MONTH","MINUTES_OUT_OFFNET_WKD_1MONTH","MINUTES_OUT_ONNET_WKD_1MONTH","Time_Customer_days","ID","CHURN","START_DATE","PREPAID","FIN_STATE"
-0.246435389874405,-0.194211790124247,0.194863428820483,-0.340480956089498,-0.252583900786041,-0.173806695401286,-0.134981978899696,0.643072208900143,1.74159777850842,-0.4191086827033,0.273834235713959,0.0542028690850567,-0.0158181550831333,-0.0644995021510536,-0.209970076488381,0.05822399991018,0.146791395244288,0.930952689797419,0.948518169011333,0.0119379561311451,0.0121406148540917,-0.171324897375847,-0.144479073331483,-0.147348322947897,-0.100727284124128,0.0837652382033126,-0.394970458447747,1.12949638942562,0.183266715022507,-0.511298417498837,-0.43292531195388,1.18627467387164,0.146218474039953,-0.698561419977142,16047,"0",2013-06-05,"1",NA
-0.246435389874405,-0.194211790124247,0.194863428820483,-0.301386499104906,-0.252583900786041,-0.173806695401286,-0.134981978899696,-0.401300034543045,0.221713167614195,-0.61030247850973,-0.795874274094385,-0.691975582505313,-0.0158213592581004,-0.529615836834932,-0.335964783535525,0.407909391828983,-0.235018001626116,-0.396145815931452,-0.30628368931081,-0.259060656630663,-0.176784956703834,-0.453086096908528,-0.331870867535742,-0.340118001375237,-0.205067342779186,-0.579363287286475,-0.49933866899085,-0.586987933572327,-0.624768762892164,-0.631834804913043,-0.54086639997206,-0.718150702087144,-0.656328393441309,-0.40238531241069,13986,"0",2012-10-19,"0",NA
-0.246435389874405,-0.194211790124247,0.194863428820483,0.0993316849871642,-0.252583900786041,-0.173806695401286,-0.134981978899696,-0.401300034543045,-0.538229137832916,-0.396739712524156,0.630403738983407,-0.318886356710128,-0.0157973149305435,0.58261887653956,0.501781406356057,0.0962332816404848,0.579508711697412,-0.147314846107289,-0.127026280979076,0.00882302954767608,-0.0651471189650596,0.0540840622502981,-0.144479073331483,-0.195540742554732,-0.257237372106716,0.0341912552156325,-0.220077036086894,-0.250707791070817,-0.592749547612161,-0.431946775095881,-0.4243346109639,-0.712108104384824,-0.288940271811883,-0.514906366376984,14665,"0",2013-01-14,"0",NA
-0.246435389874405,-0.194211790124247,0.194863428820483,-0.320933727597202,-0.252583900786041,-0.173806695401286,-0.134981978899696,-0.401300034543045,-0.538229137832916,-0.53834877031673,-0.706731898277023,-0.342204433322327,-0.0158103565523579,0.926400515218949,0.101415009907438,-0.189872948111263,-0.184110082043396,-0.368497930395434,-0.30628368931081,-0.190532271794343,-0.159609904744022,-0.396733857001992,-0.331870867535742,-0.404374560851016,-0.309407401434245,-0.336695580469975,-0.427057912656938,0.267708543924649,-0.203482233743126,-0.343719109981764,0.0997769617990728,-0.551475715454733,-0.636353893635576,-0.620960693103836,15368,"0",2013-04-06,"1",NA
-0.246435389874405,-0.926050848529323,0.194863428820483,-0.369801798827942,-0.252583900786041,-0.173806695401286,-0.134981978899696,-0.401300034543045,-0.538229137832916,1.70490148236242,0.808688490618131,1.66315015532679,-0.0158043394606752,-0.125166850153299,0.939618051169222,0.416893403874328,-0.355924310635077,-0.285554273787379,-0.30628368931081,0.335890320811927,0.132365978572772,0.335845261782979,0.417696309281292,0.302447593382561,0.16012286251352,0.196683755008584,2.57893294284854,0.506575681570244,-0.192617286389407,-0.304487089947798,-0.236453841552091,0.315133504919021,-0.271462584618299,-0.761935346923676,16582,"0",2013-07-24,"1",NA
-0.246435389874405,-0.926050848529323,0.194863428820483,-0.369801798827942,-0.252583900786041,-0.173806695401286,-0.134981978899696,-0.401300034543045,-0.538229137832916,0.985047499520998,-0.706731898277023,-0.645339429280915,-0.0158218076853845,-0.893619924848402,-0.335936145686197,-0.307356182550387,-0.406832230217798,-0.396145815931452,-0.30628368931081,-0.237256170546379,-0.168197430723928,-0.453086096908528,-0.331870867535742,-0.404374560851016,-0.309407401434245,2.38038710442243,-0.392478018529995,-0.586987933572327,-0.63160432571348,-0.268982999422695,-0.443936721581898,-0.737285594801088,-0.656328393441309,-0.0402485870019262,12300,"0",2012-01-13,"0",NA
-0.246435389874405,-0.926050848529323,0.194863428820483,-0.369801798827942,-0.252583900786041,-0.173806695401286,-0.134981978899696,-0.401300034543045,-0.538229137832916,0.763746793953178,2.41325125533065,0.147475175533853,-0.0158202853118099,0.845510717882622,-0.264161733744169,-0.29007923630934,1.1013148874203,-0.202610617179325,-0.30628368931081,-0.23414124396291,-0.176784956703834,0.448549741596052,0.230304515077034,-0.404374560851016,-0.309407401434245,2.20840822547489,-0.099139518702708,1.24519765936966,-0.376889669271502,2.25589040047533,-0.21423961744774,0.779406428481355,-0.531844457100415,-0.11138258663579,12579,"1",2012-03-08,"0","0"
-0.246435389874405,-0.560131319326785,0.194863428820483,-0.311160113351054,-0.252583900786041,-0.173806695401286,-0.134981978899696,-0.401300034543045,-0.538229137832916,-0.955033111924765,-0.439304770824937,-0.575385199444318,-0.0158218087454454,-0.873397475514321,-0.335964666462556,-0.0938131270110388,-0.343197330739397,-0.396145815931452,-0.30628368931081,-0.159383005959653,-0.176784956703834,-0.453086096908528,-0.331870867535742,-0.324053861506292,-0.309407401434245,-0.150334125905177,-0.237199014397894,-0.0614802303489298,-0.347388819159659,-0.373187505182572,-0.539965671170384,-0.721172000938305,-0.42697833301866,0.623237627764844,11123,"0",2010-08-18,"0",NA
-0.246435389874405,0.171707739078291,0.194863428820483,-0.0472725287050566,-0.252583900786041,-0.173806695401286,-0.134981978899696,-0.401300034543045,-0.538229137832916,0.247121564077956,-0.394733582916256,0.0775209456972558,-0.0158203164191179,1.93752298192303,-0.25586781914591,0.267620588351677,0.172245355035648,-0.119666960571271,0.231488535684394,0.164569358721129,0.0121406148540917,-0.143148777422579,0.136608617974904,0.0293572156104969,-0.257237372106716,-0.0801043166726303,2.44715873014151,-0.458223617104771,5.40419763987478,-0.268095397087672,2.54322902445156,-0.579674504722158,5.29821267505963,0.179620139139109,11797,"1",2011-07-27,"0","0"
-0.246435389874405,-0.926050848529323,0.194863428820483,-0.369801798827942,-0.252583900786041,-0.173806695401286,-0.134981978899696,-0.401300034543045,-0.538229137832916,0.614830490718924,0.0955494840792349,-0.622021352668716,-0.0157879770057506,1.41173929923691,0.232115347305832,-0.153936899929884,-0.419559210113478,-0.396145815931452,-0.30628368931081,-0.0659352084555812,-0.108084748864588,-0.396733857001992,-0.144479073331483,-0.211604882423677,-0.205067342779186,1.19611973305007,-0.301243882475003,0.716330887021025,-0.502807931629691,0.0170024500429939,-0.350474849064339,-0.578163855296578,-0.52863426963049,-0.540773275334753,14839,"1",2013-02-03,"1","0"
